Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale
Coburg,34 Reynard St,4,h,1005000.0,S,Nelson,2017-05-20,7.8,3058,4,2,1,172.0,135.0,Moreland,-37.7483,144.9634,Northern Metropolitan,11204,13.5,-0.12052117263843648,5,117,5
Coburg,19 Spring St,4,h,901000.0,SP,Ray,2017-04-22,7.8,3058,4,2,1,398.0,123.0,Moreland,-37.7364,144.9787,Northern Metropolitan,11204,12.3,-0.527831094049904,4,67,5
Coburg,14 Alice St,3,h,990000.0,S,Barry,2017-04-29,7.8,3058,3,1,3,414.0,153.1,Moreland,-37.7432,144.9573,Northern Metropolitan,11204,21.87142857142857,-0.4600599541527067,4,87,5
Coburg,1 Balloan St,6,h,1455000.0,S,Brad,2017-04-29,7.8,3058,6,3,4,768.0,285.0,Moreland,-37.7397,144.9603,Northern Metropolitan,11204,19.0,-0.4586894586894587,4,20,5
Coburg,3 Beckwith St,3,h,1250000.0,S,Nelson,2017-04-29,7.8,3058,3,2,2,500.0,148.0,Moreland,-37.7382,144.9653,Northern Metropolitan,11204,18.5,-0.5432098765432098,4,117,5
Coburg,110 Bell St,3,h,710000.0,S,Barry,2017-04-29,7.8,3058,3,1,1,160.0,120.0,Moreland,-37.7411,144.9657,Northern Metropolitan,11204,17.142857142857142,-0.14285714285714285,4,47,5
Coburg,24 Florence St,5,h,1790000.0,S,Jellis,2017-04-29,7.8,3058,5,3,2,635.0,108.0,Moreland,-37.7516,144.9593,Northern Metropolitan,11204,8.307692307692308,-0.7092866756393001,4,97,5
Coburg,4/34 Gladstone St,2,u,650000.0,S,Barry,2017-04-29,7.8,3058,2,1,1,136.0,81.0,Moreland,-37.7449,144.9754,Northern Metropolitan,11204,16.2,-0.2534562211981567,4,42,5
Coburg,69 Victoria St,3,t,720000.0,PI,C21,2017-04-29,7.8,3058,3,2,2,531.0,112.0,Moreland,-37.7424,144.9571,Northern Metropolitan,11204,14.0,-0.6516329704510109,4,1,5
Coburg,69 Victoria St,3,t,720000.0,PI,Century,2017-04-29,7.8,3058,3,2,2,531.0,112.0,Moreland,-37.7424,144.9571,Northern Metropolitan,11204,14.0,-0.6516329704510109,4,1,5
Coburg North,6 Boyne St,4,h,1240000.0,S,Jellis,2017-04-08,9.2,3058,4,2,2,456.0,126.0,Moreland,-37.7317,144.9829,Northern Metropolitan,3445,12.6,-0.5670103092783505,4,47,5
Coburg North,38 Galeka St,3,h,875000.0,S,hockingstuart,2017-04-08,9.2,3058,3,1,1,592.0,126.0,Moreland,-37.72,144.9577,Northern Metropolitan,3445,18.0,-0.649025069637883,4,47,5
Coburg North,38 Goleen St,3,h,887000.0,S,Peter,2017-04-08,9.2,3058,3,1,2,560.0,126.0,Moreland,-37.7266,144.9647,Northern Metropolitan,3445,18.0,-0.6326530612244898,4,47,5
Coburg North,27 Williams Rd,4,h,770000.0,S,Brad,2017-05-13,9.2,3058,4,1,1,545.0,126.0,Moreland,-37.7304,144.9605,Northern Metropolitan,3445,14.0,-0.624441132637854,5,47,5
Coburg North,3/24 Mashoobra St,2,u,330000.0,VB,Rosin,2017-04-22,9.2,3058,2,1,1,0.0,126.0,Moreland,-37.7218,144.9563,Northern Metropolitan,3445,25.2,1.0,4,47,5
Collingwood,4/67 Easey St,2,u,535000.0,S,Nelson,2017-05-06,1.6,3066,2,1,1,0.0,63.0,Yarra,-37.7981,144.9883,Northern Metropolitan,4553,12.6,1.0,5,47,5
Collingwood,3A Blanche St,3,t,1308000.0,S,Jellis,2017-04-08,1.6,3066,3,1,2,125.0,126.0,Yarra,-37.7953,144.9864,Northern Metropolitan,4553,18.0,0.00398406374501992,4,27,5
Collingwood,1/78 Oxford St,2,t,945000.0,S,Jellis,2017-04-08,1.6,3066,2,1,1,15900.0,98.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553,19.6,-0.9877484685585698,4,137,5
Collingwood,3/108 Smith St,1,u,550000.0,VB,hockingstuart,2017-04-08,1.6,3066,1,1,0,0.0,126.0,Yarra,-37.8053,144.9833,Northern Metropolitan,4553,42.0,1.0,4,22,5
Collingwood,158 Keele St,3,h,1309000.0,S,Nelson,2017-05-13,1.6,3066,3,1,0,168.0,126.0,Yarra,-37.7975,144.9924,Northern Metropolitan,4553,18.0,-0.14285714285714285,5,47,5
Collingwood,39 Otter St,3,h,1300000.0,S,Peter,2017-05-20,1.6,3066,3,1,1,209.0,126.0,Yarra,-37.8011,144.9861,Northern Metropolitan,4553,18.0,-0.24776119402985075,5,47,5
Collingwood,71 Palmer St,2,h,888000.0,S,Ray,2017-05-20,1.6,3066,2,1,0,112.0,100.0,Yarra,-37.8001,144.9901,Northern Metropolitan,4553,20.0,-0.05660377358490566,5,117,5
Collingwood,2/18 Islington St,3,u,1000000.0,SP,Caine,2017-04-22,1.6,3066,3,2,2,0.0,148.0,Yarra,-37.8083,144.9908,Northern Metropolitan,4553,18.5,1.0,4,12,5
Cremorne,27 Balmain St,3,h,1350000.0,S,Biggin,2017-05-06,2.5,3121,3,1,1,117.0,147.0,Yarra,-37.8298,144.9923,Northern Metropolitan,1123,21.0,0.11363636363636363,5,117,5
Cremorne,25 Dover St,2,h,855000.0,S,Biggin,2017-04-08,2.5,3121,2,1,0,117.0,126.0,Yarra,-37.8262,144.9922,Northern Metropolitan,1123,25.2,0.037037037037037035,4,47,5
Doncaster,34 Council St,4,h,1480000.0,S,Philip,2017-04-08,13.9,3108,4,2,2,656.0,126.0,Manningham,-37.7833,145.1302,Eastern Metropolitan,9028,12.6,-0.6777493606138107,4,52,5
Doncaster,4 Ella Ct,4,h,1300000.0,PI,Ray,2017-04-08,13.9,3108,4,2,2,872.0,185.0,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028,18.5,-0.6499526963103122,4,47,5
Doncaster,8 Harcourt St,4,h,1400000.0,PI,Barry,2017-04-08,13.9,3108,4,2,2,664.0,150.0,Manningham,-37.7895,145.1116,Eastern Metropolitan,9028,15.0,-0.6314496314496314,4,37,5
Doncaster,39 Kiewa St,3,h,1542000.0,S,Barry,2017-04-08,13.9,3108,3,2,2,980.0,126.0,Manningham,-37.7883,145.1387,Eastern Metropolitan,9028,15.75,-0.7721518987341772,4,47,5
Doncaster,40 Wetherby Rd,4,h,1100000.0,PI,Barry,2017-05-13,13.9,3108,4,3,2,661.0,170.0,Manningham,-37.7905,145.1433,Eastern Metropolitan,9028,15.454545454545455,-0.5908543922984356,5,52,5
Doncaster,4/176 Ayr St,2,u,782000.0,S,Ray,2017-04-22,13.9,3108,2,1,1,261.0,126.0,Manningham,-37.7731,145.1044,Eastern Metropolitan,9028,25.2,-0.3488372093023256,4,33,5
Doncaster,4/2 Paul St,4,t,1090000.0,S,Barry,2017-04-22,13.9,3108,4,3,2,242.0,126.0,Manningham,-37.7866,145.1046,Eastern Metropolitan,9028,11.454545454545455,-0.31521739130434784,4,22,5
Doncaster,1 Adelle Ct,3,h,1700000.0,S,Barry,2017-04-29,13.9,3108,3,2,2,820.0,126.0,Manningham,-37.7803,145.1248,Eastern Metropolitan,9028,15.75,-0.733615221987315,4,47,5
Doncaster,9 Arthur St,3,h,1355000.0,S,Barry,2017-04-29,13.9,3108,3,1,1,814.0,120.0,Manningham,-37.7909,145.1309,Eastern Metropolitan,9028,17.142857142857142,-0.7430406852248393,4,52,5
Doncaster,22 Bayley Gr,4,h,1880000.0,S,Barry,2017-04-29,13.9,3108,4,2,2,814.0,126.0,Manningham,-37.7859,145.12,Eastern Metropolitan,9028,12.6,-0.7319148936170212,4,47,5
Doncaster,45 Bordeaux St,4,h,1545000.0,S,Ray,2017-04-29,13.9,3108,4,3,2,647.0,126.0,Manningham,-37.7819,145.1184,Eastern Metropolitan,9028,11.454545454545455,-0.6739974126778784,4,47,5
Doncaster,14 Morris St,4,h,1955000.0,S,Jellis,2017-04-29,13.9,3108,4,2,2,1033.0,126.0,Manningham,-37.7929,145.1184,Eastern Metropolitan,9028,12.6,-0.7825711820534944,4,47,5
Essendon,3/18 Balmoral St,2,u,440000.0,S,Barry,2017-05-06,8.0,3040,2,1,1,921.0,126.0,Moonee Valley,-37.749,144.9067,Western Metropolitan,9264,25.2,-0.7593123209169055,5,47,5
Essendon,50 Buckley St,3,h,1700000.0,S,Weda,2017-05-06,8.0,3040,3,2,1,763.0,126.0,Moonee Valley,-37.7573,144.9221,Western Metropolitan,9264,15.75,-0.7165354330708661,5,47,5
Essendon,53 Market St,3,h,1070000.0,VB,Nelson,2017-05-06,8.0,3040,3,1,2,363.0,126.0,Moonee Valley,-37.7445,144.9054,Western Metropolitan,9264,18.0,-0.48466257668711654,5,47,5
Essendon,83A Spencer St,2,h,745000.0,S,Barry,2017-05-06,8.0,3040,2,1,1,342.0,126.0,Moonee Valley,-37.7459,144.8962,Western Metropolitan,9264,25.2,-0.46153846153846156,5,47,5
Essendon,1 Daisy St,4,h,1400000.0,VB,Nelson,2017-04-08,8.0,3040,4,2,1,267.0,126.0,Moonee Valley,-37.7558,144.9106,Western Metropolitan,9264,12.6,-0.35877862595419846,4,47,5
Essendon,78 Market St,3,h,1400000.0,S,Nelson,2017-04-08,8.0,3040,3,2,2,359.0,126.0,Moonee Valley,-37.7427,144.898,Western Metropolitan,9264,15.75,-0.48041237113402063,4,47,5
Essendon,59 McCracken St,5,h,2020000.0,S,Brad,2017-04-08,8.0,3040,5,3,3,900.0,40.0,Moonee Valley,-37.7485,144.9036,Western Metropolitan,9264,3.076923076923077,-0.9148936170212766,4,47,5
Essendon,203/964 Mt Alexander Rd,1,u,325000.0,S,Dingle,2017-04-08,8.0,3040,1,1,1,0.0,50.0,Moonee Valley,-37.7537,144.917,Western Metropolitan,9264,16.666666666666668,1.0,4,47,5
Essendon,34 Lincoln Rd,3,h,1400000.0,SP,McDonald,2017-05-13,8.0,3040,3,1,1,578.0,126.0,Moonee Valley,-37.7526,144.9089,Western Metropolitan,9264,18.0,-0.6420454545454546,5,47,5
Essendon,4a Mary St,2,u,700000.0,VB,Barry,2017-05-13,8.0,3040,2,1,1,251.0,126.0,Moonee Valley,-37.7491,144.8968,Western Metropolitan,9264,25.2,-0.33156498673740054,5,47,5
Essendon,3 Crisp St,5,h,1652000.0,S,Brad,2017-05-20,8.0,3040,5,2,1,697.0,196.0,Moonee Valley,-37.7459,144.9159,Western Metropolitan,9264,16.333333333333332,-0.561030235162374,5,97,5
Essendon,42 Fitzgerald Rd,3,h,1131000.0,S,Frank,2017-05-20,8.0,3040,3,1,1,387.0,135.0,Moonee Valley,-37.755,144.9272,Western Metropolitan,9264,19.285714285714285,-0.4827586206896552,5,117,5
Essendon,6 Fitzgerald Rd,5,h,1607500.0,S,Barry,2017-05-20,8.0,3040,5,3,1,695.0,126.0,Moonee Valley,-37.7577,144.9267,Western Metropolitan,9264,9.692307692307692,-0.6930572472594397,5,47,5
Essendon,14/44 Fletcher St,2,u,450000.0,VB,Brad,2017-05-20,8.0,3040,2,1,1,0.0,74.0,Moonee Valley,-37.7552,144.9211,Western Metropolitan,9264,14.8,1.0,5,47,5
Essendon,1/8 Glass St,1,u,310000.0,SP,Brad,2017-05-20,8.0,3040,1,1,1,845.0,45.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264,15.0,-0.898876404494382,5,40,5
Essendon,10 Glen St,3,h,1400000.0,S,Considine,2017-05-20,8.0,3040,3,1,1,476.0,126.0,Moonee Valley,-37.7495,144.9157,Western Metropolitan,9264,18.0,-0.5813953488372093,5,47,5
Essendon,35 Glen St,4,h,1720000.0,S,Frank,2017-05-20,8.0,3040,4,2,2,639.0,126.0,Moonee Valley,-37.7471,144.9157,Western Metropolitan,9264,12.6,-0.6705882352941176,5,47,5
Essendon,98A Hoffmans Rd,3,h,983000.0,S,Rendina,2017-05-20,8.0,3040,3,3,2,309.0,126.0,Moonee Valley,-37.7457,144.8912,Western Metropolitan,9264,14.0,-0.4206896551724138,5,47,5
Essendon,312/1005 Mt Alexander Rd,1,u,330000.0,VB,Nelson,2017-05-20,8.0,3040,1,1,1,0.0,126.0,Moonee Valley,-37.7478,144.912,Western Metropolitan,9264,42.0,1.0,5,3,5
Essendon,5A Overman Ct,4,t,1162500.0,S,Nelson,2017-05-20,8.0,3040,4,2,1,230.0,126.0,Moonee Valley,-37.7547,144.9239,Western Metropolitan,9264,12.6,-0.29213483146067415,5,47,5
Essendon,4/31 Cooper St,2,u,707000.0,S,Nelson,2017-04-22,8.0,3040,2,1,1,179.0,126.0,Moonee Valley,-37.7514,144.8966,Western Metropolitan,9264,25.2,-0.1737704918032787,4,47,5
Essendon,3/48 Deakin St,3,u,700000.0,S,Nelson,2017-04-22,8.0,3040,3,1,1,227.0,120.0,Moonee Valley,-37.7496,144.892,Western Metropolitan,9264,17.142857142857142,-0.30835734870317005,4,12,5
Essendon,7/16 Leake St,2,u,510000.0,PI,Hodges,2017-04-22,8.0,3040,2,2,1,0.0,126.0,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264,21.0,1.0,4,47,5
Essendon,1/41 Nimmo St,2,u,610000.0,PI,Jellis,2017-04-22,8.0,3040,2,1,1,0.0,75.0,Moonee Valley,-37.7504,144.8957,Western Metropolitan,9264,15.0,1.0,4,5,5
Essendon,2/2 Roberts St,3,h,960000.0,PI,Barry,2017-04-22,8.0,3040,3,2,1,411.0,159.0,Moonee Valley,-37.7544,144.8986,Western Metropolitan,9264,19.875,-0.4421052631578947,4,27,5
Essendon,1/5 Thistle St,1,h,350000.0,VB,Jellis,2017-04-22,8.0,3040,1,1,1,46.0,126.0,Moonee Valley,-37.7515,144.9125,Western Metropolitan,9264,42.0,0.46511627906976744,4,47,5
Essendon,4/11 Stanley St,1,u,426500.0,S,Brad,2017-04-29,8.0,3040,1,1,1,62.0,53.0,Moonee Valley,-37.7578,144.9134,Western Metropolitan,9264,17.666666666666668,-0.0782608695652174,4,57,5
Fairfield,11/272 Heidelberg Rd,2,u,676000.0,S,Jellis,2017-05-06,5.8,3078,2,1,1,0.0,87.0,Yarra,-37.7847,145.0109,Northern Metropolitan,2970,17.4,1.0,5,15,5
Fairfield,3 Gillies St,3,h,1500000.0,PI,Woodards,2017-05-13,5.8,3078,3,1,2,574.0,150.0,Darebin,-37.783,145.0165,Northern Metropolitan,2970,21.428571428571427,-0.585635359116022,5,92,5
Fawkner,200 McBryde St,3,h,700000.0,SP,Ray,2017-05-06,12.4,3060,3,1,2,650.0,126.0,Moreland,-37.7023,144.9773,Northern Metropolitan,5070,18.0,-0.6752577319587629,5,47,5
Fawkner,3 Brian St,3,h,660000.0,S,Brad,2017-04-08,12.4,3060,3,1,2,585.0,88.0,Moreland,-37.695,144.9676,Northern Metropolitan,5070,12.571428571428571,-0.7384843982169391,4,57,5
Fawkner,29 Jennifer St,3,h,741000.0,S,Peter,2017-04-08,12.4,3060,3,1,3,578.0,128.0,Moreland,-37.6966,144.9695,Northern Metropolitan,5070,18.285714285714285,-0.6373937677053825,4,57,5
Fawkner,32 Murray St,2,h,949500.0,S,Brad,2017-05-13,12.4,3060,2,1,1,689.0,126.0,Moreland,-37.7052,144.964,Northern Metropolitan,5070,25.2,-0.69079754601227,5,47,5
Fawkner,42a Murray St,3,u,532000.0,S,Ray,2017-05-13,12.4,3060,3,2,1,207.0,205.0,Moreland,-37.7049,144.9631,Northern Metropolitan,5070,25.625,-0.0048543689320388345,5,10,5
Fawkner,43 Preston St,3,h,698000.0,S,Ray,2017-05-13,12.4,3060,3,1,1,602.0,126.0,Moreland,-37.6995,144.9669,Northern Metropolitan,5070,18.0,-0.6538461538461539,5,47,5
Fawkner,1 Baird St,3,h,687000.0,S,Brad,2017-05-20,12.4,3060,3,2,1,577.0,126.0,Moreland,-37.7071,144.9706,Northern Metropolitan,5070,15.75,-0.6415362731152204,5,47,5
Fawkner,30 Dorothy St,3,h,670000.0,S,Brad,2017-05-20,12.4,3060,3,1,2,585.0,126.0,Moreland,-37.6937,144.9658,Northern Metropolitan,5070,18.0,-0.6455696202531646,5,47,5
Fawkner,42 Hedley St,3,h,1000000.0,PI,Ray,2017-05-20,12.4,3060,3,1,2,1069.0,120.0,Moreland,-37.6931,144.9596,Northern Metropolitan,5070,17.142857142857142,-0.7981497056349874,5,57,5
Fawkner,6/119 Anderson Rd,2,u,445000.0,S,Nelson,2017-04-29,12.4,3060,2,1,1,196.0,126.0,Moreland,-37.6956,144.9656,Northern Metropolitan,5070,25.2,-0.21739130434782608,4,47,5
Fawkner,169 Anderson Rd,3,h,730000.0,S,hockingstuart,2017-04-29,12.4,3060,3,1,2,638.0,126.0,Moreland,-37.6952,144.9613,Northern Metropolitan,5070,18.0,-0.6701570680628273,4,47,5
Fawkner,20 Edward St,2,h,725000.0,S,Love,2017-04-29,12.4,3060,2,1,2,606.0,126.0,Moreland,-37.709,144.9646,Northern Metropolitan,5070,25.2,-0.6557377049180327,4,47,5
Fawkner,40 Lowson St,3,h,668000.0,S,Ray,2017-04-29,12.4,3060,3,1,1,540.0,126.0,Moreland,-37.6992,144.9739,Northern Metropolitan,5070,18.0,-0.6216216216216216,4,47,5
Fawkner,2/99 Major Rd,2,u,328000.0,SP,Love,2017-04-29,12.4,3060,2,1,1,0.0,67.0,Moreland,-37.7071,144.9644,Northern Metropolitan,5070,13.4,1.0,4,47,5
Fawkner,41 McBryde St,3,t,543500.0,S,Stockdale,2017-04-29,12.4,3060,3,3,3,247.0,103.0,Moreland,-37.7133,144.975,Northern Metropolitan,5070,11.444444444444445,-0.4114285714285714,4,6,5
Fitzroy North,476 Brunswick St,2,h,1200000.0,S,Jellis,2017-05-06,3.5,3068,2,1,0,204.0,126.0,Yarra,-37.7925,144.9797,Northern Metropolitan,6244,25.2,-0.23636363636363636,5,47,5
Fitzroy North,7/110 Miller St,1,u,330000.0,S,Nelson,2017-05-06,3.5,3068,1,1,1,0.0,32.0,Yarra,-37.777,144.9836,Northern Metropolitan,6244,10.666666666666666,1.0,5,47,5
Fitzroy North,167 Alexandra Pde,2,h,846000.0,S,Harrington,2017-04-08,3.5,3068,2,1,0,160.0,119.0,Yarra,-37.7933,144.9824,Northern Metropolitan,6244,23.8,-0.14695340501792115,4,137,5
Fitzroy North,58 Scotchmer St,2,h,1345000.0,S,Woodards,2017-04-08,3.5,3068,2,1,0,176.0,126.0,Yarra,-37.7831,144.9805,Northern Metropolitan,6244,25.2,-0.16556291390728478,4,47,5
Fitzroy North,43 Woodside St,2,h,1802500.0,S,Nelson,2017-04-08,3.5,3068,2,2,1,182.0,126.0,Yarra,-37.7843,144.9902,Northern Metropolitan,6244,21.0,-0.18181818181818182,4,137,5
Fitzroy North,22 McKean St,2,h,1520000.0,SP,Nelson,2017-05-20,3.5,3068,2,1,0,138.0,126.0,Yarra,-37.7904,144.9836,Northern Metropolitan,6244,25.2,-0.045454545454545456,5,47,5
Fitzroy North,106 Newry St,3,h,1625000.0,S,Nelson,2017-05-20,3.5,3068,3,1,0,204.0,126.0,Yarra,-37.7911,144.9818,Northern Metropolitan,6244,18.0,-0.23636363636363636,5,47,5
Fitzroy North,3 Rowe St,3,h,2555000.0,S,Collins,2017-05-20,3.5,3068,3,1,1,340.0,126.0,Yarra,-37.7869,144.9863,Northern Metropolitan,6244,18.0,-0.4592274678111588,5,47,5
Fitzroy North,236 Barkly St,2,h,1055000.0,S,Chambers,2017-04-29,3.5,3068,2,1,0,192.0,85.2,Yarra,-37.7793,144.9879,Northern Metropolitan,6244,17.04,-0.3852813852813853,4,107,5
Fitzroy North,15 Queen St,1,h,950000.0,VB,Collins,2017-04-29,3.5,3068,1,1,0,138.0,126.0,Yarra,-37.7759,144.9823,Northern Metropolitan,6244,42.0,-0.045454545454545456,4,47,5
Flemington,90 Bryant St,2,h,1100000.0,SP,Nelson,2017-05-06,4.4,3031,2,1,1,186.0,126.0,Moonee Valley,-37.7837,144.9338,Northern Metropolitan,3593,25.2,-0.19230769230769232,5,47,5
Flemington,10 Dartford St,3,h,1250000.0,S,McDonald,2017-05-06,4.4,3031,3,2,2,226.0,140.0,Moonee Valley,-37.7824,144.9243,Northern Metropolitan,3593,17.5,-0.23497267759562843,5,15,5
Flemington,84 Canterbury St,2,h,953000.0,S,Biggin,2017-04-08,4.4,3031,2,1,0,274.0,103.0,Moonee Valley,-37.7813,144.9238,Northern Metropolitan,3593,20.6,-0.4535809018567639,4,87,5
Flemington,11/300 Racecourse Rd,2,u,603000.0,S,Nelson,2017-04-08,4.4,3031,2,1,1,0.0,96.0,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593,19.2,1.0,4,127,5
Flemington,143 Victoria St,3,h,940000.0,S,hockingstuart,2017-04-08,4.4,3031,3,1,1,320.0,110.0,Moonee Valley,-37.7844,144.9359,Northern Metropolitan,3593,15.714285714285714,-0.4883720930232558,4,77,5
Flemington,20 Bryant St,5,h,1550000.0,PI,Nelson,2017-05-13,4.4,3031,5,1,1,432.0,200.0,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593,18.181818181818183,-0.3670886075949367,5,102,5
Flemington,8/64 Dover St,2,u,500000.0,S,Nelson,2017-05-13,4.4,3031,2,1,1,0.0,72.9,Moonee Valley,-37.7829,144.9247,Northern Metropolitan,3593,14.580000000000002,1.0,5,47,5
Flemington,16/60 Farnham St,2,u,450000.0,S,Nelson,2017-05-13,4.4,3031,2,1,1,0.0,62.0,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593,12.4,1.0,5,47,5
Flemington,1/44 Ascot Vale Rd,2,u,390000.0,VB,Nelson,2017-04-22,4.4,3031,2,1,1,472.0,55.0,Moonee Valley,-37.7851,144.922,Northern Metropolitan,3593,11.0,-0.7912713472485768,4,57,5
Flemington,75 Farnham St,3,h,1205000.0,S,Nelson,2017-04-22,4.4,3031,3,1,0,251.0,126.0,Moonee Valley,-37.7823,144.9317,Northern Metropolitan,3593,18.0,-0.33156498673740054,4,47,5
Flemington,8A John St,3,h,1085000.0,SP,Nelson,2017-04-22,4.4,3031,3,1,1,180.0,132.0,Moonee Valley,-37.7839,144.9273,Northern Metropolitan,3593,18.857142857142858,-0.15384615384615385,4,26,5
Flemington,121 Princes St,2,h,1060000.0,S,Nelson,2017-04-29,4.4,3031,2,1,0,209.0,75.0,Moonee Valley,-37.7846,144.9347,Northern Metropolitan,3593,15.0,-0.47183098591549294,4,127,5
Flemington,54 Princes St,3,h,917000.0,S,Jellis,2017-04-29,4.4,3031,3,1,0,143.0,136.0,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593,19.428571428571427,-0.025089605734767026,4,127,5
Footscray,8/11 Nicholson St,2,u,392500.0,PI,Sweeney,2017-05-06,6.4,3011,2,1,1,1783.0,126.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,7570,25.2,-0.8679937139863803,5,57,5
Footscray,16 Southampton St,3,h,1320000.0,SP,Sweeney,2017-05-06,6.4,3011,3,1,1,482.0,126.0,Maribyrnong,-37.7951,144.8861,Western Metropolitan,7570,18.0,-0.5855263157894737,5,47,5
Footscray,75 MacPherson St,2,h,885000.0,S,Jas,2017-04-08,6.4,3011,2,1,0,267.0,99.5,Maribyrnong,-37.7961,144.89,Western Metropolitan,7570,19.9,-0.45702592087312416,4,127,5
Footscray,17/6 Rosamond Rd,2,t,485000.0,SP,Biggin,2017-04-08,6.4,3011,2,2,1,0.0,70.0,Maribyrnong,-37.7883,144.884,Western Metropolitan,7570,11.666666666666666,1.0,4,6,5
Footscray,2/119 Summerhill Rd,3,t,760000.0,VB,Jas,2017-04-08,6.4,3011,3,1,1,219.0,3.0,Maribyrnong,-37.796,144.8819,Western Metropolitan,7570,0.42857142857142855,-0.972972972972973,4,6,5
Footscray,6 The Crescent,3,h,1375000.0,S,Greg,2017-04-08,6.4,3011,3,2,3,487.0,126.0,Maribyrnong,-37.7942,144.8934,Western Metropolitan,7570,15.75,-0.5889070146818923,4,47,5
Footscray,7 The Crescent,3,h,1270000.0,S,Jas,2017-04-08,6.4,3011,3,1,1,452.0,126.0,Maribyrnong,-37.7939,144.8936,Western Metropolitan,7570,18.0,-0.5640138408304498,4,104,5
Footscray,47 Shepherd St,3,h,871000.0,S,Greg,2017-05-13,6.4,3011,3,1,1,267.0,101.0,Maribyrnong,-37.7951,144.8901,Western Metropolitan,7570,14.428571428571429,-0.45108695652173914,5,117,5
Footscray,7/75 Droop St,2,u,360000.0,PI,McGrath,2017-05-20,6.4,3011,2,1,1,761.0,126.0,Maribyrnong,-37.7953,144.8957,Western Metropolitan,7570,25.2,-0.7158962795941376,5,47,5
Footscray,6/248 Gordon St,1,u,315000.0,SP,Biggin,2017-05-20,6.4,3011,1,1,1,0.0,126.0,Maribyrnong,-37.7971,144.8883,Western Metropolitan,7570,42.0,1.0,5,47,5
Footscray,9 Swan St,3,h,831000.0,S,Jas,2017-05-20,6.4,3011,3,1,0,210.0,126.0,Maribyrnong,-37.7947,144.8871,Western Metropolitan,7570,18.0,-0.25,5,47,5
Footscray,27 MacPherson St,2,h,882000.0,SP,Village,2017-04-29,6.4,3011,2,1,0,172.0,80.0,Maribyrnong,-37.7936,144.8905,Western Metropolitan,7570,16.0,-0.36507936507936506,4,117,5
Footscray,39 Moore St,3,h,895000.0,PI,Burnham,2017-04-29,6.4,3011,3,1,2,272.0,106.0,Maribyrnong,-37.7977,144.904,Western Metropolitan,7570,15.142857142857142,-0.43915343915343913,4,97,5
Glen Huntly,8/131 Grange Rd,1,u,260000.0,SP,Woodards,2017-05-13,10.4,3163,1,1,1,1162.0,44.0,Glen Eira,-37.8911,145.0451,Southern Metropolitan,2403,14.666666666666666,-0.9270315091210614,5,52,5
Glen Huntly,7/1192 Glen Huntly Rd,2,u,575000.0,S,Buxton,2017-04-22,10.4,3163,2,2,1,0.0,126.0,Glen Eira,-37.8898,145.0438,Southern Metropolitan,2403,21.0,1.0,4,47,5
Glen Iris,20 Wills St,3,h,1452000.0,SP,Jellis,2017-05-06,9.2,3146,3,2,2,269.0,184.0,Stonnington,-37.854,145.0542,Southern Metropolitan,10412,23.0,-0.18763796909492272,5,20,5
Glen Iris,10/249 Burke Rd,2,u,721000.0,S,Hooper,2017-04-08,9.2,3146,2,2,1,2696.0,126.0,Stonnington,-37.8558,145.0518,Southern Metropolitan,10412,21.0,-0.9107016300496102,4,47,5
Glen Iris,10 Morell St,3,h,1800000.0,SP,Jellis,2017-04-08,9.2,3146,3,1,3,732.0,138.0,Boroondara,-37.8562,145.0864,Southern Metropolitan,10412,19.714285714285715,-0.6827586206896552,4,67,5
Glen Iris,2/15 Scott Gr,3,t,1253000.0,S,Abercromby's,2017-04-08,9.2,3146,3,2,2,0.0,131.0,Stonnington,-37.8574,145.0494,Southern Metropolitan,10412,16.375,1.0,4,22,5
Glen Iris,55 Martin Rd,5,h,1950000.0,S,Noel,2017-05-13,9.2,3146,5,2,2,794.0,126.0,Boroondara,-37.8508,145.0592,Southern Metropolitan,10412,10.5,-0.7260869565217392,5,97,5
Glen Iris,3 Rosedale Rd,3,h,2085000.0,S,Jellis,2017-05-13,9.2,3146,3,1,2,715.0,126.0,Boroondara,-37.8578,145.0682,Southern Metropolitan,10412,18.0,-0.7003567181926278,5,47,5
Glen Iris,4 Rowen St,4,h,1760000.0,PI,Jellis,2017-05-13,9.2,3146,4,3,3,622.0,160.0,Boroondara,-37.858,145.0859,Southern Metropolitan,10412,14.545454545454545,-0.5907928388746803,5,77,5
Glen Iris,4/46 Summerhill Rd,2,u,710000.0,S,hockingstuart,2017-05-13,9.2,3146,2,1,2,0.0,126.0,Boroondara,-37.8521,145.0763,Southern Metropolitan,10412,25.2,1.0,5,47,5
